mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
3781-156973-0033_1417-1539-0010,train-clean-360/3781/156973/3781-156973-0033.flac,0.767803366492841,train-clean-360/1417/1539/1417-1539-0010.flac,0.5189759155811826,tr/012o030g_1.0463_408o030k_-1.0463sp08.wav,2.3461275093461658
2853-164187-0057_369-125882-0022,train-clean-360/2853/164187/2853-164187-0057.flac,0.9715418812057791,train-clean-360/369/125882/369-125882-0022.flac,0.3508946854368675,tr/01io030c_0.89806_01wo030v_-0.89806sp08.wav,0.7041766048452306
3686-171134-0033_6286-75355-0007,train-clean-360/3686/171134/3686-171134-0033.flac,0.65840864516797,train-clean-360/6286/75355/6286-75355-0007.flac,0.3767152415278879,tr/01qo031e_2.1139_40da010k_-2.1139.wav,0.3562974646321986
6082-56174-0043_2348-143895-0050,train-clean-360/6082/56174/6082-56174-0043.flac,0.43323376313661127,train-clean-360/2348/143895/2348-143895-0050.flac,1.2177805824888468,tr/01fa010j_1.8435_206o010m_-1.8435sp08.wav,5.1052012371895765
6643-67851-0004_4967-3586-0019,train-clean-360/6643/67851/6643-67851-0004.flac,0.7289827365411851,train-clean-360/4967/3586/4967-3586-0019.flac,0.3813521290763766,tr/012o030j_0.5235_01ka0102_-0.5235sp08.wav,1.6870599867846574
6160-44912-0038_22-121140-0028,train-clean-360/6160/44912/6160-44912-0038.flac,0.8136890581092537,train-clean-360/22/121140/22-121140-0028.flac,0.7034148664170055,tr/01qa0112_0.88705_012o030q_-0.88705.wav,2.1116502025120694
4044-9010-0102_8388-275212-0018,train-clean-360/4044/9010/4044-9010-0102.flac,0.4207388485254954,train-clean-360/8388/275212/8388-275212-0018.flac,0.7094215727171791,tr/40ko030o_0.61617_20na010n_-0.61617sp08.wav,0.5416898701798081
8225-274375-0021_2299-6525-0087,train-clean-360/8225/274375/8225-274375-0021.flac,0.42431059798888876,train-clean-360/2299/6525/2299-6525-0087.flac,0.42941147153837933,tr/01mo030j_1.3962_20kc010e_-1.3962sp08.wav,0.5257241711847845
5290-39475-0039_79-121541-0009,train-clean-360/5290/39475/5290-39475-0039.flac,1.2130483438312982,train-clean-360/79/121541/79-121541-0009.flac,0.39680048717352456,tr/01ec0205_2.2246_01ko030r_-2.2246sp08.wav,0.6181657935761313
5746-48362-0002_8545-287671-0040,train-clean-360/5746/48362/5746-48362-0002.flac,0.6050441287732717,train-clean-360/8545/287671/8545-287671-0040.flac,0.7240358614065606,tr/20eo010b_0.17908_40bo030n_-0.17908sp08.wav,1.4134905217263414
4967-28868-0023_7437-99249-0017,train-clean-360/4967/28868/4967-28868-0023.flac,0.6135829050674232,train-clean-360/7437/99249/7437-99249-0017.flac,0.7206544893330448,tr/20ho010g_2.2029_025o030g_-2.2029sp08.wav,3.7636783035812305
3922-723-0014_3185-163505-0048,train-clean-360/3922/723/3922-723-0014.flac,0.737787124338831,train-clean-360/3185/163505/3185-163505-0048.flac,0.39456051766359845,tr/40ac020l_2.1917_01do031f_-2.1917sp08.wav,2.638080367914689
5740-97610-0028_8643-298549-0054,train-clean-360/5740/97610/5740-97610-0028.flac,0.49009099342798973,train-clean-360/8643/298549/8643-298549-0054.flac,0.5364491363473782,tr/020c020j_0.13365_401o030i_-0.13365sp08.wav,0.5092664963009336
1401-14358-0009_2992-164101-0001,train-clean-360/1401/14358/1401-14358-0009.flac,0.49006030102298503,train-clean-360/2992/164101/2992-164101-0001.flac,0.43197932857438737,tr/406a010z_0.35258_02dc020b_-0.35258.wav,4.29610633474371
7285-72207-0034_7241-90850-0010,train-clean-360/7285/72207/7285-72207-0034.flac,0.38249135370128434,train-clean-360/7241/90850/7241-90850-0010.flac,0.49835911698298613,tr/405o0310_2.2836_40po030d_-2.2836sp08.wav,3.2404368183188
2787-157400-0002_335-125943-0028,train-clean-360/2787/157400/2787-157400-0002.flac,0.6909487879902912,train-clean-360/335/125943/335-125943-0028.flac,0.3950608275677624,tr/01yc020x_0.082131_20oc010j_-0.082131sp08.wav,3.6977517754139306
512-124520-0017_6553-86683-0005,train-clean-360/512/124520/512-124520-0017.flac,1.2201269884816268,train-clean-360/6553/86683/6553-86683-0005.flac,0.46553379260989114,tr/02ca0101_1.7896_20oo010o_-1.7896sp08.wav,2.2124733855934227
454-134728-0018_210-129396-0180,train-clean-360/454/134728/454-134728-0018.flac,0.8110029071367337,train-clean-360/210/129396/210-129396-0180.flac,1.516113626907518,tr/023o0305_0.82883_02ac020i_-0.82883.wav,1.489837286262965
464-126794-0045_6494-60774-0025,train-clean-360/464/126794/464-126794-0045.flac,1.022069820230859,train-clean-360/6494/60774/6494-60774-0025.flac,0.4365333877972698,tr/012o0301_1.9889_01zo030r_-1.9889.wav,0.365042509061493
4973-24515-0002_7938-109180-0001,train-clean-360/4973/24515/4973-24515-0002.flac,0.6152005216833298,train-clean-360/7938/109180/7938-109180-0001.flac,0.4930891980970614,tr/01fo0309_2.4423_40go0311_-2.4423sp08.wav,2.0016317408126456
6115-58776-0011_1226-141279-0037,train-clean-360/6115/58776/6115-58776-0011.flac,0.45678061335096454,train-clean-360/1226/141279/1226-141279-0037.flac,0.2995053231679278,tr/20to010l_0.8113_40dc020a_-0.8113sp08.wav,0.6069524318538605
